계정항목,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2,2018/Q3,2018/Q4,2019/Q1,2019/Q2,2019/Q3,2019/Q4,2020/Q1,2020/Q2,2020/Q3,2020/Q4,2021/Q1,2021/Q2,2021/Q3,2021/Q4,2022/Q1,2022/Q2,2022/Q3,2022/Q4,2023/Q1,2023/Q2,2023/Q3,2023/Q4,2024/Q1,2024/Q2,2024/Q3,2024/Q4
"  공공행정, 국방 및 사회보장","28,374.8 ","28,544.3 ","28,720.8 ","28,843.0 ","29,094.6 ","29,279.2 ","29,443.4 ","29,697.8 ","30,048.1 ","30,220.2 ","30,402.3 ","30,724.3 ","31,135.3 ","31,374.3 ","31,699.9 ","31,976.5 ","32,078.2 ","32,275.4 ","32,591.8 ","32,905.6 ","33,176.4 ","33,761.3 ","33,869.6 ","34,061.0 ","34,303.4 ","34,664.8 ","34,898.3 ","35,136.8 ","35,337.1 ","35,522.4 ","35,612.6 ","35,571.3 ","35,781.2 ","36,376.7 ","36,349.2 ","36,445.4 "
  교육서비스업,"21,767.8 ","21,836.5 ","21,921.9 ","22,052.5 ","22,045.8 ","22,080.8 ","22,110.2 ","22,187.6 ","22,441.5 ","22,569.9 ","22,778.5 ","22,869.3 ","22,671.5 ","22,871.5 ","23,118.0 ","23,274.8 ","22,590.8 ","22,574.6 ","22,484.8 ","22,785.9 ","23,323.7 ","23,765.0 ","24,118.1 ","24,277.2 ","24,428.6 ","24,668.1 ","24,767.8 ","24,843.6 ","24,833.8 ","24,966.3 ","24,819.8 ","24,896.0 ","24,989.3 ","24,980.3 ","24,876.1 ","25,292.9 "
"  의료, 보건업 및 사회복지서비스업","19,951.7 ","20,342.2 ","20,708.3 ","20,840.1 ","21,230.1 ","21,843.3 ","22,032.4 ","22,244.9 ","22,755.5 ","23,287.0 ","24,048.6 ","24,628.2 ","25,236.0 ","25,946.0 ","26,418.6 ","26,755.1 ","26,534.2 ","26,019.2 ","26,697.1 ","26,783.9 ","27,013.3 ","27,742.9 ","28,658.4 ","28,955.9 ","29,300.3 ","29,757.5 ","29,875.6 ","30,322.0 ","30,877.8 ","30,801.2 ","31,232.0 ","31,786.4 ","32,185.0 ","31,587.4 ","32,497.6 ","33,299.3 "
  문화 및 기타 서비스업,"12,885.3 ","13,223.2 ","13,243.9 ","13,144.1 ","13,046.5 ","13,102.7 ","13,242.0 ","13,071.5 ","13,755.4 ","13,485.0 ","13,515.8 ","13,690.9 ","13,755.1 ","14,064.9 ","14,074.8 ","14,436.7 ","12,800.1 ","11,111.0 ","11,541.1 ","11,502.5 ","11,876.9 ","12,035.3 ","11,971.4 ","12,399.1 ","12,431.8 ","13,036.4 ","13,518.4 ","13,257.5 ","14,161.8 ","14,006.5 ","14,085.0 ","13,866.6 ","14,413.6 ","14,462.1 ","14,111.4 ","13,937.7 "
"    예술, 스포츠 및 여가관련 서비스업","5,462.7 ","5,635.1 ","5,698.2 ","5,603.7 ","5,542.4 ","5,597.9 ","5,696.3 ","5,844.8 ","6,332.9 ","6,247.6 ","6,280.5 ","6,497.4 ","6,422.9 ","6,724.7 ","6,768.5 ","7,208.3 ","5,924.7 ","4,359.8 ","4,911.0 ","4,867.6 ","5,275.6 ","5,433.9 ","5,523.6 ","5,794.7 ","5,806.4 ","6,161.1 ","6,616.9 ","6,337.3 ","7,088.5 ","7,124.8 ","7,071.7 ","7,112.7 ","7,527.5 ","7,594.9 ","7,222.1 ","7,248.6 "
    기타 서비스업,"7,465.0 ","7,628.4 ","7,579.6 ","7,580.1 ","7,545.5 ","7,543.1 ","7,580.5 ","7,238.5 ","7,421.2 ","7,232.5 ","7,228.7 ","7,174.7 ","7,323.3 ","7,322.3 ","7,286.2 ","7,192.8 ","6,863.1 ","6,761.7 ","6,630.6 ","6,636.2 ","6,601.3 ","6,601.3 ","6,447.8 ","6,604.5 ","6,626.7 ","6,877.4 ","6,905.8 ","6,923.1 ","7,081.2 ","6,891.3 ","7,021.5 ","6,764.3 ","6,904.1 ","6,886.9 ","6,901.5 ","6,705.4 "
총부가가치(기초가격),"429,310.0 ","434,766.2 ","436,305.1 ","439,814.3 ","445,219.8 ","448,264.8 ","454,651.4 ","452,994.8 ","460,396.9 ","464,295.1 ","467,086.0 ","469,643.1 ","469,843.3 ","476,581.0 ","477,708.5 ","483,024.9 ","476,284.4 ","461,905.8 ","472,346.5 ","480,239.5 ","487,792.3 ","492,860.0 ","494,535.2 ","502,005.1 ","505,683.0 ","510,488.5 ","512,798.9 ","511,170.8 ","513,999.6 ","517,945.6 ","522,867.9 ","524,303.2 ","530,482.4 ","530,022.1 ","531,437.7 ","530,801.1 "
순생산물세,"39,109.2 ","39,522.6 ","39,839.0 ","40,001.2 ","39,947.9 ","40,491.8 ","40,841.0 ","41,394.3 ","41,148.9 ","41,179.1 ","41,007.5 ","41,341.3 ","41,440.8 ","41,493.9 ","41,478.6 ","41,374.7 ","41,375.7 ","41,585.5 ","42,263.4 ","42,465.7 ","42,978.9 ","45,043.9 ","43,550.5 ","44,657.1 ","43,637.9 ","43,223.6 ","43,074.2 ","42,198.4 ","41,828.0 ","40,975.6 ","40,289.9 ","41,392.9 ","42,582.7 ","41,716.2 ","40,843.7 ","41,888.5 "
"국내총생산(시장가격, GDP)","468,389.8 ","474,262.9 ","476,110.0 ","479,788.4 ","485,158.6 ","488,738.1 ","495,481.4 ","494,353.9 ","501,537.0 ","505,472.9 ","508,102.0 ","510,990.4 ","511,286.6 ","518,083.3 ","519,196.8 ","524,415.7 ","517,669.6 ","503,484.6 ","514,605.8 ","522,706.6 ","530,771.1 ","537,903.8 ","538,085.7 ","546,662.2 ","549,303.7 ","553,684.8 ","555,841.5 ","553,328.9 ","555,761.1 ","558,825.9 ","563,035.7 ","565,597.6 ","572,951.0 ","571,646.7 ","572,216.0 ","572,594.9 "
교역조건 변화를 반영한 실질무역손익,"16,601.3 ","13,313.1 ","10,025.9 ","11,249.3 ","13,136.0 ","11,830.1 ","14,369.8 ","8,934.8 ","12,852.1 ","7,767.5 ","5,261.0 ",-604.1 ,"4,394.5 ","-4,605.9 ","-6,870.1 ","-10,064.3 ","-3,032.8 ","1,057.8 ","1,608.0 ",367.1 ,"2,908.4 ","-4,754.8 ","-6,170.8 ","-13,602.8 ","-12,105.0 ","-23,295.5 ","-31,312.1 ","-27,910.8 ","-25,695.0 ","-28,553.2 ","-20,147.6 ","-17,004.7 ","-11,336.3 ","-16,588.1 ","-14,216.1 ","-10,416.5 "
국내총소득(GDI),"484,991.1 ","487,576.0 ","486,135.9 ","491,037.7 ","498,294.6 ","500,568.2 ","509,851.3 ","503,288.7 ","514,389.2 ","513,240.4 ","513,363.0 ","510,386.3 ","515,681.1 ","513,477.4 ","512,326.6 ","514,351.4 ","514,636.8 ","504,542.3 ","516,213.8 ","523,073.7 ","533,679.5 ","533,149.1 ","531,914.9 ","533,059.3 ","537,198.8 ","530,389.3 ","524,529.3 ","525,418.1 ","530,066.1 ","530,272.7 ","542,888.1 ","548,592.9 ","561,614.6 ","555,058.6 ","557,999.9 ","562,178.4 "
국외순수취요소소득,"1,420.8 ","3,006.0 ","1,622.9 ",665.6 ,"1,486.0 ",599.0 ,"3,006.5 ","2,581.6 ","2,070.8 ","1,527.9 ","1,928.6 ","2,156.5 ",831.6 ,"3,468.6 ","7,256.4 ","4,929.4 ","4,511.3 ","3,176.7 ","3,128.8 ","6,127.0 ","3,890.6 ","10,056.1 ","2,866.7 ","5,740.4 ","3,801.4 ","5,690.0 ","7,382.2 ","8,710.5 ","14,389.3 ","9,495.3 ","8,372.4 ","5,865.9 ","5,912.3 ","4,422.4 ","9,164.4 ","12,241.4 "
국민총소득(GNI),"486,425.0 ","490,584.1 ","487,770.1 ","491,722.4 ","499,791.8 ","501,182.2 ","512,867.9 ","505,881.5 ","516,476.9 ","514,785.3 ","515,307.0 ","512,562.1 ","516,537.2 ","516,957.4 ","519,579.9 ","519,282.5 ","519,147.4 ","507,723.0 ","519,342.0 ","529,197.8 ","537,570.1 ","543,205.2 ","534,781.6 ","538,799.7 ","541,004.2 ","536,078.6 ","531,905.6 ","534,119.0 ","544,420.1 ","539,754.6 ","551,251.4 ","554,460.7 ","567,524.2 ","559,480.7 ","567,148.7 ","574,396.3 "
