지역명,대륙,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02
서유럽,유럽,4034.0,3027.0,3482.0,3279.0,3417.0,3537.0,4212.0,3571.0,3741.0,5541.0,6837.0,5035.0,5238.0,5986.0,5668.0,5491.0,5169.0,5638.0,3791.0,3218.0,10608.0,9431.0,13232.0,7229.0,8012.0,7263.0,10622.0,12986.0,8543.0,12346.0,8017.0,11275.0,13536.0,13874.0,16092.0,12737.0,12479.0,7893.0,15735.0,12946.0,11817.0,11049.0,18074.0,11868.0,12039.0,18170.0,14267.0,19064.0,14603.0,8157.0,16357.0,11389.0,10008.0,11922.0,12482.0,5489.0,7799.0,11909.0,11004.0,8782.0,11099.0,10883.0,12861.0,12232.0,8832.0,11368.0,11456.0,9241.0,9979.0,12026.0,9354.0,11251.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
동유럽,유럽,1229.0,2148.0,4877.0,466.0,1397.0,2343.0,1742.0,2363.0,2287.0,3911.0,3085.0,4480.0,2140.0,2120.0,2684.0,2491.0,2190.0,2454.0,2383.0,1762.0,2024.0,2560.0,3172.0,1967.0,2365.0,2698.0,2186.0,2102.0,2629.0,2856.0,3016.0,3524.0,3014.0,2507.0,3526.0,2446.0,3995.0,3311.0,4119.0,3544.0,3402.0,3719.0,2819.0,2732.0,2499.0,2202.0,2632.0,2566.0,3375.0,1810.0,3090.0,2155.0,1360.0,1240.0,1698.0,1181.0,1944.0,2636.0,3455.0,3253.0,3899.0,4925.0,4581.0,6067.0,6080.0,6337.0,5491.0,4857.0,4673.0,4756.0,5846.0,9219.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
