공장명(국가),차종,연료 유형,거래 구분,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02,생산 상태
베트남공장,싼타페,디젤,수출,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,생산중
브라질공장,크레타,가솔린,내수,0,0,0,0,0,0,0,0,0,0,0,0,3663,3093,3515,3500,3863,2963,4118,3768,3981,4265,4238,3867,2866,3006,3497,3885,3892,3810,5050,5044,4895,5138,4483,4364,3260,3183,4382,4216,4648,5369,6817,6906,4028,3685,5196,5768,2777,4818,2752,849,1609,2944,3232,4826,5399,4583,5938,5954,3429,6216,5915,5834,7099,6027,4547,3347,2001,3518,2645,1464,172,1501,10,2118,2650,2842,1198,1122,802,593,1596,1799,1019,973,1387,904,246,493,1042,999,894,430,3124,1104,534,877,362,1005,890,1341,1343,1192,568,341,13,16,0,0,생산중
브라질공장,크레타,가솔린,수출,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,42,96,112,112,136,88,104,104,120,80,88,96,88,72,65,40,80,140,242,413,97,0,252,331,157,139,169,116,332,85,67,317,0,0,0,92,8,241,264,58,64,40,262,344,296,456,334,238,373,236,291,340,58,27,4,288,128,72,0,72,6,0,0,33,66,33,0,33,66,12,54,33,0,48,2,6,0,0,0,48,89,56,64,64,56,56,40,48,0,0,0,생산중
싱가포르공장,아이오닉5,전기,내수,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,58,65,73,49,62,114,0,0,0,0,0,0,0,0,0,0,0,0,4,32,생산중
싱가포르공장,아이오닉6,전기,내수,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,5,7,12,9,4,생산중
싱가포르공장,아이오닉5,전기,수출,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,2,9,3,20,49,82,74,46,38,52,40,18,21,10,9,0,0,생산중
싱가포르공장,아이오닉5로보택시,전기,수출,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,3,0,13,6,0,0,1,0,0,0,생산중
아산공장,베이온,가솔린,수출,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1712,1985,생산중
아산공장,i20,N,수출,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,256,생산중
앨라배마공장,엘란트라,가솔린,내수,15010,16561,12359,11022,22994,16464,7981,13520,11944,10805,11005,9307,10250,10359,13659,12023,12057,11990,5585,13036,9129,9571,8312,7815,10713,9197,11991,14272,14605,12262,7240,10819,8959,14588,14341,12714,9665,9474,10967,8624,10517,3992,6608,14249,14554,18076,7495,7645,5513,7530,5485,420,2454,3539,4428,6519,14190,3431,385,256,199,48,16,5,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,생산 종료
앨라배마공장,투싼,디젤,내수,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8359,7779,7679,6900,6442,6291,5427,10231,9057,11169,8496,11536,11787,12031,11853,9592,10138,11968,14378,11982,11338,9095,10069,12699,15337,11864,13972,12618,9827,15138,13343,13335,11206,11472,15840,11553,12313,11016,6689,12834,7944,14515,11447,14717,12167,10065,8303,12682,생산중
앨라배마공장,싼타페TM,하이브리드,내수,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1208,1496,1417,1631,1722,1628,1607,1949,1320,1825,1984,1958,1495,2285,741,19,4,0,0,0,0,0,0,0,0,0,0,0,생산 종료
앨라배마공장,싼타페MX5,하이브리드,내수,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,4044,4278,4160,3323,3979,4067,5244,3859,3487,2325,4849,생산중
앨라배마공장,GV70,전기,내수,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,184,295,180,87,154,465,158,539,338,213,204,180,192,184,190,370,354,331,168,169,177,129,227,212,생산중
앨라배마공장,엘란트라,가솔린,수출,785,639,1544,1852,1810,1361,1600,1402,1863,1766,1104,465,656,803,501,614,766,603,448,510,529,927,698,438,724,689,728,694,519,103,450,45,255,300,285,270,510,300,345,360,285,334,375,14,0,0,0,0,186,300,0,0,0,0,0,105,60,45,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,생산 종료
앨라배마공장,투싼,디젤,수출,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1367,1166,1068,1089,967,1390,1500,1634,생산중
앨라배마공장,싼타페TM,디젤,수출,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1068,1234,1430,2300,1957,1663,1326,1790,1693,2003,2028,1972,1483,1578,1734,1052,1074,1048,1089,870,931,467,8,869,391,1206,2234,1404,277,250,2968,1472,1392,1492,1550,875,736,1680,852,526,808,804,423,1188,989,1028,670,833,826,923,729,780,727,943,693,832,832,1220,781,861,1040,785,1094,908,808,821,573,198,30,9,0,0,0,0,0,0,0,0,0,0,0,생산 종료
앨라배마공장,싼타페MX5,하이브리드,수출,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,생산 종료
앨라배마공장,GV70,전기,수출,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,5,1,3,3,3,3,0,0,1,3,1,1,0,0,1,0,4,0,2,0,생산중
앨라배마공장,아이오닉5,전기,내수,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1006,1623,4073,생산중
울산공장,i10,가솔린,내수,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,152,생산중
울산공장,i20,가솔린,내수,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1690,1811,생산중
인도공장,그랜드i10,가솔린,내수,9934,8898,9544,9840,12055,12678,11961,12957,12212,14530,11059,10519,13010,12862,12545,12001,12984,12317,12002,12306,14099,14417,13249,0,12109,10198,12476,12174,10939,10343,10775,11489,11224,11820,9252,11450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,생산 종료
인도공장,그랜드i10,가솔린,수출,1527,2051,1962,2200,2126,2502,2246,2562,3099,825,3904,3608,1333,2336,2092,1849,1456,2091,1599,2765,2253,1603,1065,1968,1120,399,1297,1786,1655,1732,1450,1496,1868,1447,2110,2218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,생산 종료
인도공장,니오스,가솔린,내수,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6306,8607,4101,0,706,3176,7862,9518,10373,14000,10936,10263,10865,10270,11020,11540,3804,8787,9379,8023,4168,6042,5466,6151,6841,8552,9687,9123,9138,8992,10000,9274,9459,8855,7961,8340,8760,9635,9304,6839,6385,6321,5337,7306,5223,6552,4708,5247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,생산 종료
인도공장,니오스,가솔린,수출,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,436,30,0,0,734,708,847,1159,1051,1671,2269,3464,1754,1936,2711,1282,1508,2999,3081,2555,2034,920,2202,3089,0,4,151,453,446,811,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,생산 종료
인도공장,베뉴,가솔린,수출,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1260,1072,394,465,346,46,374,81,519,559,508,479,407,644,979,921,110,748,874,735,1016,253,246,765,499,1051,907,942,553,2,0,459,554,498,1335,879,1249,1021,498,1006,1025,1511,1176,1912,1812,1096,671,397,172,701,929,1449,1279,1015,591,1104,719,501,264,429,381,481,생산중
인도공장,베뉴,가솔린,내수,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6733,10321,6127,0,1242,4129,6734,8267,8469,8828,9265,12313,11779,11224,10722,11245,4840,4865,8185,8377,7924,10554,7932,10360,11377,10212,9220,8392,8300,10321,12000,11240,11033,9585,10738,8285,10738,9997,10024,10342,10213,11606,10062,10948,12204,11581,11180,10383,11831,8933,9614,9120,9327,9890,8840,9085,10259,10901,9754,10265,11106,10125,생산중
인도공장,베르나,가솔린,내수,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7049,8763,9585,9342,7942,8576,9665,9521,957,570,893,0,317,1083,1906,2015,2228,2166,1487,1036,2000,2047,2778,2552,1181,2181,1827,2098,879,2438,1648,982,1622,1058,1586,781,1488,1703,1870,1734,1654,2179,2025,1538,995,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,생산 종료
인도공장,베르나,가솔린,수출,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2485,5100,5403,5482,3663,6977,5886,4845,3475,4730,4499,4047,5416,4673,3563,4863,4641,4031,4054,4435,3105,생산중
인도공장,산트로,가솔린,내수,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8535,9009,7197,8000,6875,8280,6906,4902,4141,5309,3288,3502,5855,3851,3820,3671,4200,2169,0,157,1513,1351,2395,3034,3463,2822,1960,2211,2128,2165,2683,1122,2039,1949,1731,1798,2877,2141,1298,1252,2393,2494,1793,2608,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,생산 종료
인도공장,산트로,가솔린,수출,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,30,260,90,308,241,612,633,758,1528,1312,1042,937,324,141,296,375,26,141,240,267,151,611,362,209,812,873,766,1258,1040,326,1004,1856,1031,897,478,733,1849,1589,771,1329,3339,1573,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,생산 종료
인도공장,싼타페,디젤,내수,29,78,52,26,32,26,23,23,28,20,10,33,2,15,21,21,7,3,14,1,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,생산 종료
인도공장,아우라,가솔린,내수,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6001,4896,2615,0,349,1016,1839,3117,3682,5540,2990,3065,4140,4159,3915,3288,1627,3088,3984,2950,2654,2355,2175,1685,3017,3406,3417,3803,3146,4099,4018,4378,4239,4248,3813,4156,4634,5524,3774,5085,4707,4907,4514,4892,3900,4096,3850,3812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,생산 종료
인도공장,아우라,가솔린,수출,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,15,0,0,224,742,949,1091,948,1102,991,994,1208,821,930,725,2078,1196,1794,1482,1347,807,791,1351,1316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,생산 종료
인도공장,아이오닉5,전기,내수,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,21,189,160,100,125,130,176,117,96,81,95,66,65,45,42,30,35,40,31,32,22,24,16,16,생산중
인도공장,액센트,가솔린,내수,1224,1368,1520,2050,1502,1800,1614,948,1185,1455,931,864,897,808,870,682,563,326,520,14,1,0,0,1077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,생산 종료
인도공장,액센트,가솔린,수출,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,생산 종료
인도공장,엑센트,가솔린,수출,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5117,49,270,0,0,271,219,0,14,0,0,130,270,80,120,160,0,0,0,0,0,0,0,0,0,1118,792,1633,534,315,2499,2355,1400,1932,1450,3014,2540,1099,727,2311,1149,1039,2703,2963,3023,4124,3526,3083,2955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,생산 종료
인도공장,엑센트,가솔린,내수,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,690,72,0,0,0,0,0,111,200,37,73,48,43,141,108,59,10,38,50,144,208,346,387,30,316,262,358,232,165,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5516,5053,4883,4526,4433,4299,4757,4304,4462,4805,4248,3852,5388,4797,생산중
인도공장,엑스터,가솔린,수출,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,29,26,40,13,2,5,1008,1009,733,919,1165,553,54,97,생산중
인도공장,엑스터,가솔린,내수,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7000,7430,8647,8097,8325,7514,8229,7582,8475,7756,7697,6908,6037,6632,6908,7127,5747,5270,6068,5361,생산중
인도공장,엘란트라,가솔린,내수,42,114,74,71,44,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,생산 종료
인도공장,이온,가솔린,내수,5431,5539,5460,5417,3634,3600,3792,3990,4504,5810,5658,6790,5047,5500,5747,5379,5330,4231,4032,4058,5144,6350,5137,5672,6111,4551,4500,4663,4609,4270,3746,3916,5309,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,생산 종료
인도공장,이온,가솔린,수출,355,1493,1227,2047,1532,1945,1401,1876,983,150,801,1231,849,1443,867,939,311,777,897,358,953,1050,130,826,190,175,207,227,553,237,322,132,472,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,생산 종료
인도공장,코나,전기,내수,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,17,88,47,50,53,12,39,32,14,0,4,16,26,26,29,13,0,24,21,10,11,12,7,7,23,1,1,18,0,10,7,43,2,50,64,179,53,102,112,106,95,120,40,0,0,0,84,75,60,91,69,44,19,19,102,86,71,0,0,0,0,0,0,0,0,0,0,0,생산 종료
인도공장,크레타,가솔린,수출,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,238,151,332,403,609,455,257,434,434,485,535,831,767,939,819,1472,1738,1233,906,1175,775,691,1193,833,1241,1077,756,1276,846,676,525,936,941,1189,1044,1346,160,22,403,800,858,690,571,생산중
인도공장,크레타,가솔린,내수,6589,8196,8163,7900,7057,7700,7981,8450,8835,8670,6822,6563,7918,9002,10001,9213,8377,6436,10556,10158,9292,9248,8528,114,9284,9278,10011,9390,11004,11111,10423,10394,11000,11702,9677,7631,10314,10206,11448,10487,9054,8334,6585,6001,6641,7269,6684,6713,6900,188,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9869,9606,10532,12651,10973,13790,12625,12577,12866,11880,13321,10205,0,0,0,0,0,0,0,0,0,0,0,0,13212,15276,16458,15447,14662,16293,17350,16762,15902,17497,15452,12608,16787,15356,생산중
인도공장,투싼,디젤,내수,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,343,419,487,247,12,180,498,581,550,379,263,239,236,237,202,118,209,183,157,110,201,168,114,129,125,98,141,84,33,64,73,생산중
인도공장,i10,가솔린,내수,1455,2128,1980,1700,1854,1100,1335,1234,1389,2450,2471,856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,생산 종료
인도공장,i10,가솔린,수출,391,353,403,1197,1139,1065,1042,1296,2425,4876,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,생산 종료
