차종,차량 유형,거래 구분,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02
Tucson (TL),휴양용 차량,내수,4469.0,3812.0,5160.0,5720.0,5951.0,6540.0,3443.0,3962.0,3719.0,4126.0,4226.0,5480.0,2786.0,3156.0,3631.0,3400.0,4386.0,4272.0,4110.0,4132.0,4518.0,3444.0,4599.0,3888.0,2796.0,2766.0,3390.0,2703.0,2966.0,3237.0,2973.0,4148.0,3704.0,4865.0,4280.0,4778.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tucson (LMFC),휴양용 차량,내수,10.0,1.0,0.0,9.0,3.0,4.0,0.0,1.0,0.0,1.0,11.0,39.0,5.0,0.0,8.0,1.0,6.0,18.0,10.0,4.0,1.0,0.0,7.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,472.0,3231.0,3651.0,4415.0,4209.0,3380.0,3330.0,2167.0,2471.0,2689.0,2542.0,1567.0,1776.0,2052.0,2206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Santa Fe (DM),휴양용 차량,내수,5074.0,5985.0,7243.0,6517.0,7387.0,8969.0,4638.0,5609.0,7451.0,4027.0,5464.0,8518.0,3185.0,5968.0,5458.0,3886.0,4431.0,4443.0,3675.0,4439.0,3619.0,3861.0,4521.0,4142.0,2957.0,2494.0,1457.0,841.0,296.0,10.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Santa Fe (Long),휴양용 차량,내수,965.0,751.0,1126.0,1000.0,908.0,1169.0,505.0,524.0,558.0,562.0,474.0,1013.0,678.0,760.0,828.0,639.0,570.0,709.0,542.0,530.0,585.0,468.0,320.0,353.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7001.0,7023.0,8231.0,6759.0,6882.0,8192.0,7393.0,6858.0,7813.0,6676.0,7001.0,6369.0,3204.0,2978.0,5788.0,3468.0,5765.0,4901.0,6252.0,6224.0,4520.0,4003.0,5157.0,5318.0,4313.0,2781.0,4274.0,4096.0,3479.0,2780.0,2392.0,1281.0,853.0,2151.0,1478.0,2016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Santa Fe (TM),휴양용 차량,내수,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647.0,11619.0,10996.0,10372.0,9064.0,9891.0,9803.0,8326.0,9781.0,9001.0,8643.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1039.0,831.0,988.0,1139.0,1376.0,1657.0,914.0,1352.0,1312.0,1137.0,1460.0,1916.0,1063.0,1240.0,1054.0,1136.0,1310.0,1323.0,963.0,968.0,263.0,161.0,79.0,54.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Santa Fe (TM HEV),휴양용 차량,내수,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1120.0,849.0,872.0,858.0,1101.0,1256.0,447.0,1182.0,1015.0,1585.0,1404.0,1895.0,1061.0,1536.0,1923.0,1638.0,1247.0,2030.0,1112.0,1257.0,547.0,224.0,44.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Santa Fe (NC),휴양용 차량,내수,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326.0,231.0,280.0,203.0,140.0,119.0,195.0,157.0,55.0,25.0,19.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2060.0,2041.0,1336.0,1343.0,1417.0,1509.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Santa Fe (TM HEV),휴양용 차량,내수,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5903.0,5769.0,6377.0,6583.0,3743.0,3127.0,3660.0,2304.0,2241.0,3087.0,4137.0,5368.0,5173.0,2618.0,6293.0,5873.0,4177.0,6895.0,6071.0,4433.0,5069.0,6514.0,5706.0,5969.0,3818.0,4045.0,5897.0,5777.0,5040.0,4964.0,4695.0,4011.0,3290.0,2582.0,4503.0,3716.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avante (AD),승용차,수출,16814.0,15610.0,22651.0,21903.0,19927.0,18170.0,12053.0,7869.0,9109.0,12691.0,17334.0,19135.0,14942.0,18395.0,17183.0,16299.0,14633.0,16723.0,13236.0,7257.0,12577.0,12217.0,14329.0,7569.0,11625.0,10762.0,11734.0,11015.0,14234.0,12113.0,10992.0,12965.0,12546.0,13891.0,15195.0,16206.0,3195.0,2768.0,3497.0,2387.0,2715.0,1961.0,3089.0,1791.0,575.0,413.0,179.0,110.0,10191.0,7269.0,11577.0,5980.0,6615.0,6048.0,5010.0,203.0,1.0,27.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Accent (RB),승용차,수출,15537.0,9520.0,24138.0,20561.0,18843.0,22485.0,22730.0,11897.0,13463.0,23583.0,27357.0,29460.0,450.0,2.0,20664.0,21437.0,21856.0,21516.0,21878.0,11855.0,13725.0,10359.0,9863.0,6830.0,7195.0,5336.0,4255.0,6124.0,8288.0,5366.0,6325.0,5356.0,4124.0,3679.0,5199.0,3055.0,12919.0,9065.0,11673.0,16509.0,13640.0,14996.0,11829.0,9878.0,10293.0,13052.0,8298.0,10428.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IONIQ (AE HEV),승용차,수출,17.0,15.0,8.0,5.0,15.0,0.0,1140.0,1431.0,1733.0,3142.0,2721.0,4395.0,2600.0,3831.0,3924.0,3680.0,3215.0,4441.0,3907.0,2133.0,3259.0,2882.0,6908.0,3116.0,4006.0,3188.0,5527.0,5996.0,3668.0,1044.0,1728.0,3874.0,3448.0,7501.0,6178.0,6356.0,4269.0,3146.0,4164.0,4621.0,3096.0,2774.0,4236.0,3259.0,4238.0,2991.0,5661.0,5475.0,4427.0,1545.0,2945.0,1149.0,2285.0,2964.0,2003.0,1956.0,2595.0,3171.0,1955.0,2258.0,2873.0,2016.0,2381.0,2659.0,2334.0,2547.0,3211.0,2420.0,2629.0,3627.0,3526.0,2386.0,1959.0,964.0,1252.0,1156.0,615.0,1569.0,1680.0,169.0,36.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IONIQ (AE PHEV),승용차,수출,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,11.0,4.0,0.0,359.0,693.0,428.0,230.0,187.0,219.0,549.0,989.0,674.0,1047.0,1033.0,944.0,1130.0,634.0,132.0,443.0,605.0,580.0,776.0,715.0,780.0,821.0,379.0,1157.0,1172.0,1102.0,1236.0,1407.0,835.0,1178.0,1357.0,1280.0,1089.0,475.0,596.0,985.0,663.0,659.0,1017.0,920.0,526.0,682.0,766.0,587.0,408.0,846.0,665.0,834.0,793.0,633.0,458.0,390.0,343.0,349.0,630.0,453.0,674.0,587.0,297.0,464.0,291.0,202.0,92.0,170.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IONIQ (AE EV),승용차,수출,0.0,2.0,4.0,0.0,8.0,11.0,9.0,186.0,752.0,927.0,56.0,60.0,827.0,737.0,579.0,650.0,714.0,838.0,398.0,210.0,1509.0,1244.0,1032.0,726.0,873.0,582.0,1151.0,653.0,913.0,1273.0,1666.0,1544.0,2137.0,1535.0,1439.0,1630.0,1654.0,570.0,1279.0,1041.0,907.0,657.0,1581.0,1284.0,1271.0,2533.0,2039.0,1928.0,1403.0,1056.0,1749.0,1131.0,1093.0,1011.0,824.0,939.0,520.0,852.0,910.0,887.0,1246.0,1280.0,1195.0,761.0,788.0,799.0,825.0,252.0,626.0,594.0,320.0,391.0,470.0,677.0,544.0,764.0,746.0,596.0,792.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
i30 (GD),승용차,수출,5802.0,4129.0,4545.0,4387.0,4687.0,5074.0,4285.0,1649.0,1528.0,3482.0,5378.0,5177.0,3021.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1564.0,1107.0,1523.0,1863.0,1070.0,1280.0,1452.0,1538.0,493.0,1278.0,699.0,1412.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
