국가,연도,자동차_생산량
오스트레일리아,2016,142666.0
세계,2016,23540547.0
대한민국,2016,368518.0
중국,2016,3698050.0
인도,2016,811360.0
인도네시아,2016,209288.0
이란,2016,94100.0
일본,2016,1330604.0
말레이시아,2016,41562.0
파키스탄,2016,56910.0
대만,2016,106771.0
태국,2016,1139384.0
튀르키예,2016,535039.0
우즈베키스탄,2016,19295.0
베트남,2016,112332.0
캐나다,2016,1567426.0
멕시코,2016,1607187.0
미국,2016,8263717.0
아르헨티나,2016,251261.0
브라질,2016,393914.0
콜롬비아,2016,1090.0
에콰도르,2016,6398.0
베네수엘라,2016,2394.0
오스트리아,2016,17400.0
벨기에,2016,45450.0
체코,2016,5714.0
핀란드,2016,25707.88298496874
프랑스,2016,506530.0
독일,2016,464154.0
헝가리,2016,3500.0
이탈리아,2016,390334.0
네덜란드,2016,77880.0
폴란드,2016,122194.0
포르투갈,2016,43896.0
루마니아,2016,172647.97047204038
러시아,2016,179215.0
슬로바키아,2016,433563.87628558045
슬로베니아,2016,118690.97200975752
스페인,2016,531805.0
스웨덴,2016,48200.0
우크라이나,2016,1158.0
영국,2016,146334.0
이집트,2016,25300.0
모로코,2016,31238.0
남아프리카공화국,2016,263465.0
오스트레일리아,2016,13000.0
세계,2015,91324488.0
아시아,2015,2272788.3752740202
대한민국,2015,4555957.0
아제르바이잔,2015,2150.4868924413186
중국,2015,24091070.0
인도,2015,4125744.0
인도네시아,2015,1098780.0
이란,2015,982337.0
일본,2015,9278238.0
카자흐스탄,2015,61123.43757990165
말레이시아,2015,614664.0
미얀마,2015,2744.8118764982823
파키스탄,2015,229686.0
필리핀,2015,46458.61739982761
대만,2015,351085.0
태국,2015,1913002.0
튀르키예,2015,1358796.0
우즈베키스탄,2015,185400.0
베트남,2015,208568.0
북아메리카,2015,2090177.956591661
캐나다,2015,2285707.0
멕시코,2015,3565218.0
미국,2015,12105490.0
남아메리카,2015,2130102.9841638124
아르헨티나,2015,546967.0
브라질,2015,2453622.0
칠레,2015,9100.154711817357
콜롬비아,2015,77748.0
에콰도르,2015,48926.0
베네수엘라,2015,18300.0
유럽,2015,2303911.6116635725
오스트리아,2015,120704.0
벨라루스,2015,22122.91626045368
벨기에,2015,408662.0
체코,2015,1303603.0
핀란드,2015,79619.0
프랑스,2015,2017080.0
독일,2015,6186364.0
헝가리,2015,531902.0
이탈리아,2015,1014223.0
네덜란드,2015,124350.0
폴란드,2015,655906.0
포르투갈,2015,156626.0
루마니아,2015,387177.0
러시아,2015,1378678.0
슬로바키아,2015,957343.0
슬로베니아,2015,129400.0
스페인,2015,2733201.0
스웨덴,2015,231387.0
우크라이나,2015,8244.0
영국,2015,1682156.0
세르비아,2015,18216.76447053794
아프리카,2015,2449370.8315492105
알제리,2015,2352.009430812797
보츠와나,2015,1696.8850801751548
이집트,2015,36000.0
모로코,2015,288329.0
나이지리아,2015,5987.985366652698
남아프리카공화국,2015,615658.0
오세아니아,2015,2279028.283167462
오스트레일리아,2015,167538.0
세계,2015,68876590.0
대한민국,2015,4135108.0
중국,2015,21079427.0
인도,2015,3378063.0
인도네시아,2015,824445.0
이란,2015,884866.0
일본,2015,7830722.0
말레이시아,2015,563883.0
파키스탄,2015,146024.0
대만,2015,245963.0
태국,2015,760688.0
튀르키예,2015,791027.0
베트남,2015,117288.0
캐나다,2015,888565.0
멕시코,2015,1968054.0
미국,2015,4162310.0
아르헨티나,2015,308756.0
브라질,2015,2017931.0
콜롬비아,2015,76678.0
에콰도르,2015,21626.0
베네수엘라,2015,4615.0
오스트리아,2015,103904.0
벨기에,2015,368492.0
체코,2015,1297431.0
프랑스,2015,1563624.0
독일,2015,5708138.0
헝가리,2015,528252.0
이탈리아,2015,663139.0
네덜란드,2015,57000.0
폴란드,2015,534739.0
포르투갈,2015,115468.0
루마니아,2015,387171.0
러시아,2015,1215972.0
스페인,2015,2218980.0
스웨덴,2015,188987.0
우크라이나,2015,5654.0
영국,2015,1587677.0
이집트,2015,12000.0
모로코,2015,260129.0
남아프리카공화국,2015,341025.0
오스트레일리아,2015,152538.0
세계,2015,22447898.0
대한민국,2015,420849.0
중국,2015,3011643.0
인도,2015,747681.0
인도네시아,2015,274335.0
이란,2015,97471.0
일본,2015,1447516.0
말레이시아,2015,50781.0
파키스탄,2015,83662.0
대만,2015,105122.0
태국,2015,1152314.0
튀르키예,2015,567769.0
우즈베키스탄,2015,130716.79153690119
베트남,2015,91280.0
캐나다,2015,1397142.0
멕시코,2015,1597164.0
미국,2015,7943180.0
아르헨티나,2015,238211.0
브라질,2015,435691.0
콜롬비아,2015,1070.0
에콰도르,2015,27300.0
베네수엘라,2015,13685.0
오스트리아,2015,16800.0
벨기에,2015,40170.0
체코,2015,6172.0
핀란드,2015,25707.88298496874
프랑스,2015,453456.0
독일,2015,478226.0
헝가리,2015,3650.0
이탈리아,2015,351084.0
네덜란드,2015,67350.0
폴란드,2015,121167.0
포르투갈,2015,41158.0
루마니아,2015,6.0
러시아,2015,162706.0
슬로바키아,2015,433563.87628558045
슬로베니아,2015,118690.97200975752
스페인,2015,514221.0
스웨덴,2015,42400.0
우크라이나,2015,2590.0
영국,2015,94479.0
이집트,2015,24000.0
모로코,2015,28200.0
남아프리카공화국,2015,274633.0
오스트레일리아,2015,15000.0
세계,2014,90065053.0
아시아,2014,2272788.3752740202
대한민국,2014,4524932.0
아제르바이잔,2014,2150.4868924413186
중국,2014,23169327.0
인도,2014,3841714.0
인도네시아,2014,1298523.0
이란,2014,1090846.0
일본,2014,9774558.0
카자흐스탄,2014,61123.43757990165
말레이시아,2014,596418.0
미얀마,2014,2744.8118764982823
파키스탄,2014,148744.0
필리핀,2014,46458.61739982761
대만,2014,379223.0
태국,2014,1880007.0
튀르키예,2014,1170445.0
우즈베키스탄,2014,245660.0
베트남,2014,133588.0
북아메리카,2014,2090177.956591661
캐나다,2014,2394154.0
멕시코,2014,3368010.0
미국,2014,11660702.0
남아메리카,2014,2130102.9841638124
아르헨티나,2014,617329.0
브라질,2014,3172750.0
칠레,2014,9100.154711817357
콜롬비아,2014,134480.0
에콰도르,2014,62689.0
베네수엘라,2014,19759.0
유럽,2014,2303911.6116635725
오스트리아,2014,150726.0
벨라루스,2014,22122.91626045368
벨기에,2014,516115.0
체코,2014,1251220.0
핀란드,2014,45877.0
프랑스,2014,1853501.0
독일,2014,6051338.0
헝가리,2014,435572.0
이탈리아,2014,697864.0
네덜란드,2014,88340.0
폴란드,2014,588785.0
포르투갈,2014,161509.0
루마니아,2014,391435.0
러시아,2014,1886646.0
슬로바키아,2014,902030.0
슬로베니아,2014,118591.0
스페인,2014,2402978.0
스웨덴,2014,187973.0
우크라이나,2014,28751.0
영국,2014,1598879.0
세르비아,2014,18216.76447053794
아프리카,2014,2449370.8315492105
알제리,2014,2352.009430812797
보츠와나,2014,1696.8850801751548
이집트,2014,27020.0
모로코,2014,231986.0
나이지리아,2014,5987.985366652698
남아프리카공화국,2014,566083.0
오세아니아,2014,2279028.283167462
오스트레일리아,2014,174986.0
세계,2014,67981546.0
대한민국,2014,4124116.0
중국,2014,19919795.0
인도,2014,3159769.0
인도네시아,2014,1013172.0
이란,2014,925975.0
일본,2014,8277070.0
말레이시아,2014,545122.0
파키스탄,2014,111932.0
대만,2014,285370.0
태국,2014,742678.0
튀르키예,2014,733439.0
우즈베키스탄,2014,224870.0
베트남,2014,79970.0
캐나다,2014,913533.0
멕시코,2014,1915709.0
미국,2014,4253098.0
아르헨티나,2014,363711.0
브라질,2014,2404876.0
콜롬비아,2014,115640.0
에콰도르,2014,28634.0
베네수엘라,2014,6616.0
오스트리아,2014,135126.0
벨기에,2014,480925.0
체코,2014,1246506.0
핀란드,2014,45842.0
프랑스,2014,1496779.0
독일,2014,5604026.0
헝가리,2014,432522.0
이탈리아,2014,401317.0
네덜란드,2014,29000.0
폴란드,2014,470914.0
포르투갈,2014,117744.0
루마니아,2014,391422.0
러시아,2014,1692505.0
슬로베니아,2014,118533.0
스페인,2014,1898342.0
스웨덴,2014,154173.0
우크라이나,2014,25941.0
영국,2014,1528148.0
이집트,2014,17830.0
모로코,2014,209999.0
남아프리카공화국,2014,277491.0
오스트레일리아,2014,149986.0
세계,2014,22083507.0
대한민국,2014,400816.0
중국,2014,3249532.0
인도,2014,681945.0
인도네시아,2014,285351.0
이란,2014,164871.0
일본,2014,1497488.0
말레이시아,2014,51296.0
파키스탄,2014,36812.0
대만,2014,93853.0
태국,2014,1137329.0
튀르키예,2014,437006.0
우즈베키스탄,2014,20790.0
베트남,2014,53618.0
캐나다,2014,1480621.0
멕시코,2014,1452301.0
미국,2014,7407604.0
아르헨티나,2014,253618.0
브라질,2014,767874.0
콜롬비아,2014,18840.0
에콰도르,2014,34055.0
베네수엘라,2014,13143.0
오스트리아,2014,15600.0
벨기에,2014,35190.0
체코,2014,4714.0
핀란드,2014,35.0
프랑스,2014,356722.0
독일,2014,447312.0
헝가리,2014,3050.0
이탈리아,2014,296547.0
네덜란드,2014,59340.0
폴란드,2014,117871.0
포르투갈,2014,43765.0
루마니아,2014,13.0
러시아,2014,194141.0
슬로바키아,2014,433563.87628558045
슬로베니아,2014,58.0
스페인,2014,504636.0
스웨덴,2014,33800.0
우크라이나,2014,2810.0
영국,2014,70731.0
이집트,2014,9190.0
모로코,2014,21987.0
남아프리카공화국,2014,288592.0
오스트레일리아,2014,25000.0
세계,2013,88596328.0
아시아,2013,2272788.3752740202
대한민국,2013,4521429.0
아제르바이잔,2013,2150.4868924413186
중국,2013,22116825.0
인도,2013,3932525.0
인도네시아,2013,1208165.0
이란,2013,737061.0
일본,2013,9630181.0
카자흐스탄,2013,61123.43757990165
말레이시아,2013,601407.0
미얀마,2013,2744.8118764982823
파키스탄,2013,142145.0
필리핀,2013,79169.0
대만,2013,338720.0
태국,2013,2457057.0
튀르키예,2013,1125534.0
우즈베키스탄,2013,246641.0
베트남,2013,96692.0
북아메리카,2013,2090177.956591661
캐나다,2013,2379834.0
멕시코,2013,3054849.0
미국,2013,11066432.0
남아메리카,2013,2130102.9841638124
아르헨티나,2013,791007.0
브라질,2013,3738448.0
칠레,2013,9100.154711817357
콜롬비아,2013,129547.0
에콰도르,2013,66099.0
베네수엘라,2013,71753.0
유럽,2013,2303911.6116635725
오스트리아,2013,166428.0
벨라루스,2013,22122.91626045368
벨기에,2013,503504.0
체코,2013,1132931.0
핀란드,2013,7609.0
프랑스,2013,1783490.0
독일,2013,5877322.0
헝가리,2013,324617.0
이탈리아,2013,658207.0
네덜란드,2013,29183.0
폴란드,2013,587817.0
포르투갈,2013,154016.0
루마니아,2013,410997.0
러시아,2013,2175310.0
슬로바키아,2013,987718.0
슬로베니아,2013,93733.0
스페인,2013,2163338.0
스웨덴,2013,198580.0
우크라이나,2013,50482.0
영국,2013,1597433.0
세르비아,2013,73200.0
아프리카,2013,2449370.8315492105
알제리,2013,2352.009430812797
보츠와나,2013,1696.8850801751548
이집트,2013,92190.0
모로코,2013,167452.0
나이지리아,2013,5987.985366652698
남아프리카공화국,2013,538550.0
오세아니아,2013,2279028.283167462
오스트레일리아,2013,210538.0
세계,2013,66388557.0
대한민국,2013,4122604.0
중국,2013,18084169.0
인도,2013,3181994.0
인도네시아,2013,925066.0
이란,2013,624749.0
일본,2013,8189323.0
말레이시아,2013,543892.0
파키스탄,2013,121234.0
필리핀,2013,26490.0
대만,2013,291037.0
태국,2013,1071076.0
튀르키예,2013,633604.0
우즈베키스탄,2013,223799.0
베트남,2013,36066.0
캐나다,2013,965191.0
멕시코,2013,1771987.0
미국,2013,4368835.0
아르헨티나,2013,506539.0
브라질,2013,2954711.0
콜롬비아,2013,116446.0
에콰도르,2013,32552.0
베네수엘라,2013,37497.0
오스트리아,2013,146566.0
벨기에,2013,465504.0
체코,2013,1126386.0
프랑스,2013,1458377.0
독일,2013,5439904.0
헝가리,2013,322117.0
이탈리아,2013,388465.0
네덜란드,2013,144935.80020594943
폴란드,2013,475149.0
포르투갈,2013,109698.0
루마니아,2013,410959.0
러시아,2013,1919635.0
스페인,2013,1719700.0
스웨덴,2013,161080.0
우크라이나,2013,45758.0
영국,2013,1509762.0
세르비아,2013,73000.0
이집트,2013,54776.0
모로코,2013,146842.0
남아프리카공화국,2013,265247.0
오스트레일리아,2013,180773.0
세계,2013,22207771.0
대한민국,2013,398825.0
중국,2013,4032656.0
인도,2013,750531.0
인도네시아,2013,283099.0
이란,2013,112312.0
일본,2013,1440858.0
말레이시아,2013,57515.0
파키스탄,2013,20911.0
필리핀,2013,52679.0
대만,2013,47683.0
태국,2013,1385981.0
튀르키예,2013,491930.0
우즈베키스탄,2013,22842.0
베트남,2013,60626.0
캐나다,2013,1414643.0
멕시코,2013,1282862.0
미국,2013,6697597.0
아르헨티나,2013,284468.0
브라질,2013,783737.0
콜롬비아,2013,13101.0
에콰도르,2013,33547.0
베네수엘라,2013,34256.0
오스트리아,2013,19862.0
벨기에,2013,38000.0
체코,2013,6545.0
핀란드,2013,25707.88298496874
프랑스,2013,325113.0
독일,2013,437418.0
헝가리,2013,2500.0
이탈리아,2013,269742.0
폴란드,2013,112668.0
포르투갈,2013,44318.0
루마니아,2013,38.0
러시아,2013,255675.0
슬로바키아,2013,433563.87628558045
슬로베니아,2013,118690.97200975752
스페인,2013,443638.0
스웨덴,2013,37500.0
우크라이나,2013,4724.0
영국,2013,87671.0
세르비아,2013,200.0
이집트,2013,37414.0
모로코,2013,20610.0
남아프리카공화국,2013,273303.0
오스트레일리아,2013,29765.0
세계,2012,85190974.0
아시아,2012,2272788.3752740202
대한민국,2012,4561766.0
아제르바이잔,2012,2150.4868924413186
중국,2012,19271808.0
인도,2012,4201213.0
인도네시아,2012,1065557.0
이란,2012,921380.0
일본,2012,9941157.0
카자흐스탄,2012,61123.43757990165
말레이시아,2012,569620.0
미얀마,2012,2744.8118764982823
파키스탄,2012,159671.0
필리핀,2012,75413.0
대만,2012,339038.0
태국,2012,2453717.0
튀르키예,2012,1072978.0
우즈베키스탄,2012,236201.0
베트남,2012,80772.0
북아메리카,2012,2090177.956591661
캐나다,2012,2463364.0
멕시코,2012,3001814.0
미국,2012,10335765.0
남아메리카,2012,2130102.9841638124
아르헨티나,2012,764495.0
브라질,2012,3430604.0
칠레,2012,9100.154711817357
콜롬비아,2012,149931.0
에콰도르,2012,79616.0
베네수엘라,2012,104083.0
유럽,2012,2303911.6116635725
오스트리아,2012,143089.0
벨라루스,2012,22122.91626045368
벨기에,2012,538848.0
체코,2012,1178938.0
핀란드,2012,1254.0
프랑스,2012,2010253.0
독일,2012,5797471.0
헝가리,2012,231988.0
이탈리아,2012,671768.0
네덜란드,2012,55649.0
폴란드,2012,644714.0
포르투갈,2012,163561.0
루마니아,2012,337765.0
러시아,2012,2232172.0
슬로바키아,2012,927188.0
슬로베니아,2012,130949.0
스페인,2012,1979179.0
스웨덴,2012,200314.0
우크라이나,2012,76338.0
영국,2012,1576945.0
세르비아,2012,25514.0
아프리카,2012,2449370.8315492105
알제리,2012,2352.009430812797
보츠와나,2012,1696.8850801751548
이집트,2012,87896.0
모로코,2012,108743.0
나이지리아,2012,5987.985366652698
남아프리카공화국,2012,504175.0
오세아니아,2012,2279028.283167462
오스트레일리아,2012,221224.0
세계,2012,63470481.0
대한민국,2012,4167089.0
중국,2012,15523658.0
인도,2012,3321340.0
인도네시아,2012,743501.0
이란,2012,788390.0
일본,2012,8552583.0
말레이시아,2012,509621.0
파키스탄,2012,137424.0
필리핀,2012,26340.0
대만,2012,278043.0
태국,2012,957623.0
튀르키예,2012,577296.0
우즈베키스탄,2012,210921.0
베트남,2012,27292.0
캐나다,2012,1040298.0
멕시코,2012,1810007.0
미국,2012,4109013.0
아르헨티나,2012,497376.0
브라질,2012,2591348.0
콜롬비아,2012,93829.0
에콰도르,2012,34544.0
베네수엘라,2012,53797.0
오스트리아,2012,123602.0
벨기에,2012,504616.0
체코,2012,1171774.0
프랑스,2012,1682814.0
독일,2012,5388459.0
헝가리,2012,229588.0
이탈리아,2012,396817.0
네덜란드,2012,24895.0
폴란드,2012,533918.0
포르투갈,2012,115735.0
루마니아,2012,326556.0
러시아,2012,1968789.0
스페인,2012,1539680.0
스웨덴,2012,162814.0
우크라이나,2012,69687.0
영국,2012,1464906.0
세르비아,2012,25281.0
이집트,2012,53475.0
모로코,2012,103364.0
남아프리카공화국,2012,248923.0
오스트레일리아,2012,189949.0
세계,2012,21720493.0
대한민국,2012,394677.0
중국,2012,3748150.0
인도,2012,879873.0
인도네시아,2012,322056.0
이란,2012,132990.0
일본,2012,1388574.0
말레이시아,2012,59999.0
파키스탄,2012,22247.0
필리핀,2012,49073.0
대만,2012,60995.0
태국,2012,1496094.0
튀르키예,2012,495682.0
우즈베키스탄,2012,25280.0
베트남,2012,53480.0
캐나다,2012,1423066.0
멕시코,2012,1191807.0
미국,2012,6226752.0
아르헨티나,2012,267119.0
브라질,2012,839256.0
콜롬비아,2012,56102.0
에콰도르,2012,45072.0
베네수엘라,2012,50286.0
오스트리아,2012,19487.0
벨기에,2012,34232.0
체코,2012,7164.0
핀란드,2012,25707.88298496874
프랑스,2012,327439.0
독일,2012,409012.0
헝가리,2012,2400.0
이탈리아,2012,274951.0
네덜란드,2012,30754.0
폴란드,2012,110796.0
포르투갈,2012,47826.0
루마니아,2012,11209.0
러시아,2012,263383.0
슬로바키아,2012,433563.87628558045
슬로베니아,2012,118690.97200975752
스페인,2012,439499.0
스웨덴,2012,37500.0
우크라이나,2012,6651.0
영국,2012,112039.0
세르비아,2012,233.0
이집트,2012,34421.0
모로코,2012,5379.0
남아프리카공화국,2012,255252.0
오스트레일리아,2012,31275.0
세계,2011,81026828.0
아시아,2011,2272788.3752740202
대한민국,2011,4657094.0
아제르바이잔,2011,2150.4868924413186
중국,2011,18418876.0
인도,2011,3933473.0
인도네시아,2011,837948.0
이란,2011,1641536.0
일본,2011,8398630.0
카자흐스탄,2011,61123.43757990165
말레이시아,2011,533515.0
미얀마,2011,2744.8118764982823
파키스탄,2011,162388.0
필리핀,2011,64906.0
대만,2011,343296.0
태국,2011,1457795.0
튀르키예,2011,1189131.0
우즈베키스탄,2011,222022.0
베트남,2011,111116.0
북아메리카,2011,2090177.956591661
캐나다,2011,2135121.0
멕시코,2011,2681050.0
미국,2011,8662255.0
남아메리카,2011,2130102.9841638124
아르헨티나,2011,828771.0
브라질,2011,3442787.0
칠레,2011,9100.154711817357
콜롬비아,2011,154291.0
에콰도르,2011,75743.0
베네수엘라,2011,102409.0
유럽,2011,2303911.6116635725
오스트리아,2011,152505.0
벨라루스,2011,22122.91626045368
벨기에,2011,595084.0
체코,2011,1199834.0
핀란드,2011,2527.0
프랑스,2011,2277775.0
독일,2011,6301579.0
헝가리,2011,213521.0
이탈리아,2011,790348.0
네덜란드,2011,110383.0
폴란드,2011,835854.0
포르투갈,2011,192242.0
루마니아,2011,335232.0
러시아,2011,1991042.0
슬로바키아,2011,704370.0
슬로베니아,2011,174127.0
스페인,2011,2360608.0
스웨덴,2011,230429.0
우크라이나,2011,104645.0
영국,2011,1463983.0
세르비아,2011,11023.0
아프리카,2011,2449370.8315492105
알제리,2011,2352.009430812797
보츠와나,2011,1696.8850801751548
이집트,2011,81731.0
모로코,2011,59477.0
나이지리아,2011,5987.985366652698
남아프리카공화국,2011,516348.0
오세아니아,2011,2279028.283167462
오스트레일리아,2011,219376.0
세계,2011,60477840.0
대한민국,2011,4221617.0
중국,2011,14485326.0
인도,2011,3046206.0
인도네시아,2011,561863.0
이란,2011,1407827.0
일본,2011,7158525.0
말레이시아,2011,488261.0
파키스탄,2011,139700.0
필리핀,2011,24591.0
대만,2011,288523.0
태국,2011,537987.0
튀르키예,2011,639734.0
우즈베키스탄,2011,201251.0
베트남,2011,41429.0
캐나다,2011,990482.0
멕시코,2011,1657080.0
미국,2011,2977711.0
아르헨티나,2011,577233.0
브라질,2011,2505241.0
콜롬비아,2011,132485.0
에콰도르,2011,27228.0
베네수엘라,2011,58032.0
오스트리아,2011,130343.0
벨기에,2011,560779.0
체코,2011,1191968.0
프랑스,2011,1914399.0
독일,2011,5871918.0
헝가리,2011,211218.0
이탈리아,2011,485606.0
네덜란드,2011,40772.0
폴란드,2011,722285.0
포르투갈,2011,141779.0
루마니아,2011,310243.0
러시아,2011,1744097.0
스페인,2011,1845994.0
스웨덴,2011,188969.0
우크라이나,2011,97580.0
영국,2011,1343794.0
세르비아,2011,10227.0
이집트,2011,53072.0
모로코,2011,54638.0
남아프리카공화국,2011,305108.0
오스트레일리아,2011,189503.0
세계,2011,20548988.0
대한민국,2011,435477.0
중국,2011,3933550.0
인도,2011,887267.0
인도네시아,2011,276085.0
이란,2011,233709.0
일본,2011,1240105.0
말레이시아,2011,45254.0
파키스탄,2011,22688.0
필리핀,2011,40315.0
대만,2011,54773.0
태국,2011,919808.0
튀르키예,2011,549397.0
우즈베키스탄,2011,20771.0
베트남,2011,69687.0
캐나다,2011,1144639.0
멕시코,2011,1023970.0
미국,2011,5684544.0
아르헨티나,2011,251538.0
브라질,2011,937546.0
콜롬비아,2011,21806.0
에콰도르,2011,48515.0
베네수엘라,2011,44377.0
오스트리아,2011,22162.0
벨기에,2011,34305.0
체코,2011,7866.0
핀란드,2011,25707.88298496874
프랑스,2011,363376.0
독일,2011,429661.0
헝가리,2011,2303.0
이탈리아,2011,304742.0
네덜란드,2011,69611.0
폴란드,2011,113569.0
포르투갈,2011,50463.0
루마니아,2011,24989.0
러시아,2011,246945.0
슬로바키아,2011,433563.87628558045
슬로베니아,2011,118690.97200975752
스페인,2011,514614.0
스웨덴,2011,41460.0
우크라이나,2011,7065.0
영국,2011,120189.0
세르비아,2011,796.0
이집트,2011,28659.0
모로코,2011,4839.0
남아프리카공화국,2011,211240.0
오스트레일리아,2011,29873.0
세계,2010,78591893.0
아시아,2010,2272788.3752740202
대한민국,2010,4271741.0
아제르바이잔,2010,2150.4868924413186
중국,2010,18264761.0
인도,2010,3557074.0
인도네시아,2010,702508.0
이란,2010,1597399.0
일본,2010,9628875.0
카자흐스탄,2010,61123.43757990165
말레이시아,2010,567715.0
미얀마,2010,2744.8118764982823
파키스탄,2010,152970.0
필리핀,2010,80477.0
대만,2010,303456.0
태국,2010,1645304.0
튀르키예,2010,1094557.0
우즈베키스탄,2010,217733.0
베트남,2010,112224.0
북아메리카,2010,2090177.956591661
캐나다,2010,2068189.0
멕시코,2010,2347522.0
미국,2010,7743093.0
남아메리카,2010,2130102.9841638124
아르헨티나,2010,716540.0
브라질,2010,3646548.0
칠레,2010,9100.154711817357
콜롬비아,2010,126631.0
에콰도르,2010,76252.0
베네수엘라,2010,104357.0
유럽,2010,2303911.6116635725
오스트리아,2010,104997.0
벨라루스,2010,22122.91626045368
벨기에,2010,555302.0
체코,2010,1076385.0
핀란드,2010,6665.0
프랑스,2010,2229381.0
독일,2010,5905985.0
헝가리,2010,211461.0
이탈리아,2010,838186.0
네덜란드,2010,94132.0
폴란드,2010,894807.0
포르투갈,2010,158723.0
루마니아,2010,350912.0
러시아,2010,1405842.0
슬로바키아,2010,561933.0
슬로베니아,2010,211323.0
스페인,2010,2387900.0
스웨덴,2010,208427.0
우크라이나,2010,83080.0
영국,2010,1393491.0
세르비아,2010,18216.76447053794
아프리카,2010,2449370.8315492105
알제리,2010,2352.009430812797
보츠와나,2010,1696.8850801751548
이집트,2010,116683.0
모로코,2010,42066.0
나이지리아,2010,5987.985366652698
남아프리카공화국,2010,462567.0
오세아니아,2010,2279028.283167462
오스트레일리아,2010,239443.0
세계,2010,59063211.0
대한민국,2010,3866206.0
중국,2010,13897083.0
인도,2010,2831543.0
인도네시아,2010,496524.0
이란,2010,1348909.0
일본,2010,8310362.0
말레이시아,2010,522568.0
파키스탄,2010,130625.0
필리핀,2010,33161.0
대만,2010,251490.0
태국,2010,554387.0
튀르키예,2010,603394.0
우즈베키스탄,2010,196833.0
베트남,2010,33469.0
캐나다,2010,967077.0
멕시코,2010,1468967.0
미국,2010,2731105.0
아르헨티나,2010,508401.0
브라질,2010,2825974.0
콜롬비아,2010,106862.0
에콰도르,2010,26564.0
베네수엘라,2010,60810.0
오스트리아,2010,86183.0
벨기에,2010,528996.0
체코,2010,1069518.0
핀란드,2010,6385.0
프랑스,2010,1924131.0
독일,2010,5552409.0
헝가리,2010,208571.0
이탈리아,2010,573169.0
네덜란드,2010,48025.0
폴란드,2010,799255.0
포르투갈,2010,114563.0
루마니아,2010,323587.0
러시아,2010,1207544.0
스페인,2010,1913513.0
스웨덴,2010,177084.0
우크라이나,2010,75331.0
영국,2010,1274291.0
이집트,2010,76412.0
모로코,2010,35546.0
남아프리카공화국,2010,293066.0
오스트레일리아,2010,205334.0
세계,2010,19528682.0
대한민국,2010,405535.0
중국,2010,4367678.0
인도,2010,725531.0
인도네시아,2010,205984.0
이란,2010,248490.0
일본,2010,1318513.0
말레이시아,2010,45147.0
파키스탄,2010,22345.0
필리핀,2010,47316.0
대만,2010,51966.0
태국,2010,1090917.0
튀르키예,2010,491163.0
우즈베키스탄,2010,20900.0
베트남,2010,78755.0
캐나다,2010,1101112.0
멕시코,2010,878555.0
미국,2010,5011988.0
아르헨티나,2010,208139.0
브라질,2010,820574.0
콜롬비아,2010,19769.0
에콰도르,2010,49688.0
베네수엘라,2010,43547.0
오스트리아,2010,18814.0
벨기에,2010,26306.0
체코,2010,6867.0
핀란드,2010,280.0
프랑스,2010,305250.0
독일,2010,353576.0
헝가리,2010,2890.0
이탈리아,2010,265017.0
네덜란드,2010,46107.0
폴란드,2010,95552.0
포르투갈,2010,44160.0
루마니아,2010,27325.0
러시아,2010,198298.0
슬로바키아,2010,433563.87628558045
슬로베니아,2010,118690.97200975752
스페인,2010,474387.0
스웨덴,2010,31343.0
우크라이나,2010,7749.0
영국,2010,119200.0
이집트,2010,40271.0
모로코,2010,6520.0
남아프리카공화국,2010,169501.0
오스트레일리아,2010,34109.0
세계,2009,62428979.0
아시아,2009,2272788.3752740202
대한민국,2009,3512926.0
아제르바이잔,2009,2150.4868924413186
중국,2009,13790994.0
인도,2009,2641550.0
인도네시아,2009,464816.0
이란,2009,1415782.0
일본,2009,7934057.0
카자흐스탄,2009,61123.43757990165
말레이시아,2009,489269.0
미얀마,2009,2744.8118764982823
파키스탄,2009,109426.0
필리핀,2009,46458.61739982761
대만,2009,226356.0
태국,2009,999378.0
튀르키예,2009,869605.0
우즈베키스탄,2009,205011.0
베트남,2009,119459.0
북아메리카,2009,2090177.956591661
캐나다,2009,1490482.0
멕시코,2009,1564169.0
미국,2009,5709431.0
남아메리카,2009,2130102.9841638124
아르헨티나,2009,512924.0
브라질,2009,3182923.0
칠레,2009,9100.154711817357
콜롬비아,2009,88342.0
에콰도르,2009,55561.0
베네수엘라,2009,111655.0
유럽,2009,2303911.6116635725
오스트리아,2009,72334.0
벨라루스,2009,22122.91626045368
벨기에,2009,537354.0
체코,2009,974569.0
핀란드,2009,10478.0
프랑스,2009,2047658.0
독일,2009,5209543.0
헝가리,2009,214813.0
이탈리아,2009,843239.0
네덜란드,2009,76751.0
폴란드,2009,907076.0
포르투갈,2009,126015.0
루마니아,2009,296498.0
러시아,2009,725329.0
슬로바키아,2009,433954.0
슬로베니아,2009,212749.0
스페인,2009,2170078.0
스웨덴,2009,152126.0
우크라이나,2009,69295.0
영국,2009,1089935.0
세르비아,2009,18216.76447053794
아프리카,2009,2449370.8315492105
알제리,2009,2352.009430812797
보츠와나,2009,1696.8850801751548
이집트,2009,91982.0
모로코,2009,46679.0
나이지리아,2009,96.0
남아프리카공화국,2009,367581.0
오세아니아,2009,2279028.283167462
오스트레일리아,2009,223354.0
세계,2009,48292557.0
대한민국,2009,3158417.0
중국,2009,10383831.0
인도,2009,2175220.0
인도네시아,2009,352172.0
