계정항목,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02
뉴스심리지수,96.11,94.4,103.79,100.76,96.7,91.17,105.04,98.3,89.96,91.02,91.11,94.06,98.4,97.98,100.66,114.51,116.15,111.71,111.64,95.79,101.24,110.08,117.48,109.47,113.18,105.17,103.43,105.25,105.76,101.76,91.01,96.2,101.05,86.86,93.53,92.17,97.23,95.8,95.68,101.7,94.68,94.76,89.13,82.84,95.08,92.66,104.08,105.71,102.02,81.32,70.11,79.63,89.94,98.72,106.16,99.38,99.3,104.85,113.05,113.75,114.43,107.32,114.5,120.04,116.02,119.01,117.85,110.06,106.56,104.52,111.1,111.81,103.32,103.7,103.7,104.78,103.25,83.99,91,97.77,85.57,79.37,88.04,82.72,93.5,97.31,93.89,94.78,96.33,101.63,102.08,98.92,100.74,95.29,102.35,103.38,99.45,107.82,110.61,107.78,109.41,109.34,106.58,99.3,98.67,100.46,100.47,85.75,99.32,99.85
