CSI분류코드,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02
전체,100.6,98.3,100.6,102.3,99.8,99.3,101.6,102.6,102.5,102.8,95.9,94.2,93.2,94.4,97,101.8,109.2,112.6,112.7,111.3,108.9,110.5,113.9,112.3,111.6,109.8,109.7,108.7,109.6,106.9,102.1,100.1,101,100.2,96.6,97.8,98.5,100.6,100.8,102.8,98.9,98.6,96.9,93.3,98,99.7,102,101.6,105.4,97.9,79.3,71.5,78.4,82.7,85.1,89.1,80.3,92.6,99,90.8,95.2,97.4,100.6,102.5,105.7,111.1,103.6,102.9,104.2,107.4,108.3,104.4,105,103.6,103.8,104.4,103.2,96.7,85.9,88.7,91.5,88.8,86.4,90,90.6,90,91.9,95.1,98.1,100.8,103.5,103.4,99.8,98.2,97.2,99.7,101.6,101.9,100.7,100.7,98.4,100.9,103.7,100.8,100,101.8,100.7,88.2,91.2,95.2
